Gene stable ID,Gene name,NCBI gene (formerly Entrezgene) ID
ENSGALG00010003392,,
ENSGALG00010003393,,
ENSGALG00010003394,,
ENSGALG00010003395,,
ENSGALG00010003396,,
ENSGALG00010003397,SPATA4,422571
ENSGALG00010003398,,
ENSGALG00010003399,,
ENSGALG00010003400,PKIA,396333
ENSGALG00010003401,,
ENSGALG00010003402,,
ENSGALG00010003403,GCDH,771098
ENSGALG00010003404,,
ENSGALG00010003405,GABRR2,421815
ENSGALG00010003406,C1GALT1,420575
ENSGALG00010003407,CHMP4C,420201
ENSGALG00010003408,,
ENSGALG00010003409,,
ENSGALG00010003410,,
ENSGALG00010003411,,
ENSGALG00010003412,ASB5,422572
ENSGALG00010003413,,
ENSGALG00010003414,,
ENSGALG00010003415,FOLR1,395638
ENSGALG00010003416,,
ENSGALG00010003417,,
ENSGALG00010003418,,
ENSGALG00010003419,,
ENSGALG00010003420,,
ENSGALG00010003421,,
ENSGALG00010003422,,
ENSGALG00010003423,,
ENSGALG00010003424,,
ENSGALG00010003425,,
ENSGALG00010003426,,101749881
ENSGALG00010003427,,
ENSGALG00010003428,SNX16,420202
ENSGALG00010003429,,
ENSGALG00010003430,,112531051
ENSGALG00010003431,PM20D2,421816
ENSGALG00010003432,LACC1,418840
ENSGALG00010003433,,
ENSGALG00010003434,,
ENSGALG00010003435,,
ENSGALG00010003436,,
ENSGALG00010003437,PNRC1,421817
ENSGALG00010003438,KCNS3,428653
ENSGALG00010003439,GMIP,426010
ENSGALG00010003440,,
ENSGALG00010003441,,107056776
ENSGALG00010003442,SPCS3,396234
ENSGALG00010003443,,
ENSGALG00010003444,,
ENSGALG00010003445,,
ENSGALG00010003446,,
ENSGALG00010003447,ZC2HC1A,769604
ENSGALG00010003448,,
ENSGALG00010003449,BORCS6,101749651
ENSGALG00010003450,,
ENSGALG00010003451,,
ENSGALG00010003452,,
ENSGALG00010003453,,
ENSGALG00010003454,BPNT2,421132
ENSGALG00010003455,,
ENSGALG00010003456,CDS1,422611
ENSGALG00010003457,,
ENSGALG00010003458,,
ENSGALG00010003459,,
ENSGALG00010003460,,
ENSGALG00010003461,CCDC122,428068
ENSGALG00010003462,,
ENSGALG00010003463,,
ENSGALG00010003464,,
ENSGALG00010003465,,
ENSGALG00010003466,TSC22D1,396005
ENSGALG00010003467,,
ENSGALG00010003468,ILVBL,101747528
ENSGALG00010003469,ZPAX,421952
ENSGALG00010003470,METTL3,107050363
ENSGALG00010003471,ADI1,421918
ENSGALG00010003472,FAM110B,421134
ENSGALG00010003473,,112531056
ENSGALG00010003474,RPS7,421919
ENSGALG00010003475,,
ENSGALG00010003476,,
ENSGALG00010003477,,
ENSGALG00010003478,COLEC11,428649
ENSGALG00010003479,SYDE1,429892
ENSGALG00010003480,,
ENSGALG00010003481,,
ENSGALG00010003482,,
ENSGALG00010003483,,
ENSGALG00010003484,,
ENSGALG00010003485,RNGTT,421819
ENSGALG00010003486,,
ENSGALG00010003487,OR52B2L,428111
ENSGALG00010003488,,
ENSGALG00010003489,SGCE,420567
ENSGALG00010003490,,
ENSGALG00010003491,,
ENSGALG00010003492,,
ENSGALG00010003493,,
ENSGALG00010003494,,
ENSGALG00010003495,,
ENSGALG00010003496,,
ENSGALG00010003497,,
ENSGALG00010003498,,107049645
ENSGALG00010003499,,428110
ENSGALG00010003500,,
ENSGALG00010003501,,
ENSGALG00010003502,,
ENSGALG00010003503,NUFIP1,418841
ENSGALG00010003504,,
ENSGALG00010003505,,
ENSGALG00010003506,DYNC1I1,420571
ENSGALG00010003507,WDFY3,422613
ENSGALG00010003508,,
ENSGALG00010003509,GPALPP1,418842
ENSGALG00010003510,,
ENSGALG00010003511,UBXN2B,421135
ENSGALG00010003512,,769834
ENSGALG00010003513,,
ENSGALG00010003514,,
ENSGALG00010003515,,
ENSGALG00010003516,,
ENSGALG00010003517,GTF2F2,418843
ENSGALG00010003518,CYP7A1,414834
ENSGALG00010003519,KCTD4,769400
ENSGALG00010003520,,
ENSGALG00010003521,,
ENSGALG00010003522,THRSPB,101748650
ENSGALG00010003522,THRSPB,404756
ENSGALG00010003523,,
ENSGALG00010003524,,
ENSGALG00010003525,NOL10,421938
ENSGALG00010003526,,
ENSGALG00010003527,,121107022
ENSGALG00010003528,GDAP1,420191
ENSGALG00010003529,,121112566
ENSGALG00010003529,,121111885
ENSGALG00010003529,,121107003
ENSGALG00010003529,,121107002
ENSGALG00010003529,,121107001
ENSGALG00010003529,,121106997
ENSGALG00010003529,,121106995
ENSGALG00010003529,,112533601
ENSGALG00010003530,,
ENSGALG00010003531,PPM1K,422614
ENSGALG00010003532,,
ENSGALG00010003533,,121107019
ENSGALG00010003534,,121107010
ENSGALG00010003535,,100859796
ENSGALG00010003536,,
ENSGALG00010003537,,121112566
ENSGALG00010003537,,121111885
ENSGALG00010003537,,121107003
ENSGALG00010003537,,121107002
ENSGALG00010003537,,121107001
ENSGALG00010003537,,121106996
ENSGALG00010003537,,121106995
ENSGALG00010003537,,112533601
ENSGALG00010003538,,121107012
ENSGALG00010003538,,121106978
ENSGALG00010003539,,
ENSGALG00010003540,5_8S_rRNA,121113043
ENSGALG00010003540,5_8S_rRNA,121111888
ENSGALG00010003540,5_8S_rRNA,121106992
ENSGALG00010003540,5_8S_rRNA,121106991
ENSGALG00010003540,5_8S_rRNA,121106988
ENSGALG00010003540,5_8S_rRNA,121106985
ENSGALG00010003540,5_8S_rRNA,121106984
ENSGALG00010003540,5_8S_rRNA,112533600
ENSGALG00010003540,5_8S_rRNA,112533598
ENSGALG00010003541,CNR1,428633
ENSGALG00010003542,,121106981
ENSGALG00010003543,SOX11,396104
ENSGALG00010003544,OR52R1,428117
ENSGALG00010003545,,121106979
ENSGALG00010003546,,
ENSGALG00010003547,,
ENSGALG00010003548,,121106977
ENSGALG00010003549,,121107023
ENSGALG00010003550,,
ENSGALG00010003551,,121112567
ENSGALG00010003551,,121112565
ENSGALG00010003551,,121111886
ENSGALG00010003551,,121107020
ENSGALG00010003551,,121107013
ENSGALG00010003551,,121107012
ENSGALG00010003552,PI15,374241
ENSGALG00010003553,,
ENSGALG00010003554,5_8S_rRNA,121113043
ENSGALG00010003554,5_8S_rRNA,121111888
ENSGALG00010003554,5_8S_rRNA,121106992
ENSGALG00010003554,5_8S_rRNA,121106991
ENSGALG00010003554,5_8S_rRNA,121106988
ENSGALG00010003554,5_8S_rRNA,121106985
ENSGALG00010003554,5_8S_rRNA,112533600
ENSGALG00010003554,5_8S_rRNA,112533598
ENSGALG00010003555,,
ENSGALG00010003556,,
ENSGALG00010003557,,121107015
ENSGALG00010003558,TPT1,396363
ENSGALG00010003559,,
ENSGALG00010003560,ADGRL3,422616
ENSGALG00010003561,,
ENSGALG00010003562,,
ENSGALG00010003563,,121112566
ENSGALG00010003563,,121111885
ENSGALG00010003563,,121107003
ENSGALG00010003563,,121107002
ENSGALG00010003563,,121107001
ENSGALG00010003563,,121106995
ENSGALG00010003563,,112533602
ENSGALG00010003563,,112533601
ENSGALG00010003564,,
ENSGALG00010003565,,121112566
ENSGALG00010003565,,121111885
ENSGALG00010003565,,121107003
ENSGALG00010003565,,121107002
ENSGALG00010003565,,121107001
ENSGALG00010003565,,121106995
ENSGALG00010003565,,112533601
ENSGALG00010003566,,121107020
ENSGALG00010003567,,
ENSGALG00010003568,5_8S_rRNA,121113043
ENSGALG00010003568,5_8S_rRNA,121111888
ENSGALG00010003568,5_8S_rRNA,121106992
ENSGALG00010003568,5_8S_rRNA,121106991
ENSGALG00010003568,5_8S_rRNA,121106988
ENSGALG00010003568,5_8S_rRNA,121106985
ENSGALG00010003568,5_8S_rRNA,121106982
ENSGALG00010003568,5_8S_rRNA,112533600
ENSGALG00010003568,5_8S_rRNA,112533598
ENSGALG00010003569,,
ENSGALG00010003570,,121107016
ENSGALG00010003571,RPL7,420182
ENSGALG00010003572,,
ENSGALG00010003573,,
ENSGALG00010003574,5_8S_rRNA,121113043
ENSGALG00010003574,5_8S_rRNA,121111888
ENSGALG00010003574,5_8S_rRNA,121106992
ENSGALG00010003574,5_8S_rRNA,121106991
ENSGALG00010003574,5_8S_rRNA,121106988
ENSGALG00010003574,5_8S_rRNA,121106985
ENSGALG00010003574,5_8S_rRNA,112533600
ENSGALG00010003574,5_8S_rRNA,112533598
ENSGALG00010003575,,121112566
ENSGALG00010003575,,121111885
ENSGALG00010003575,,121107003
ENSGALG00010003575,,121107002
ENSGALG00010003575,,121107001
ENSGALG00010003575,,121106999
ENSGALG00010003575,,121106995
ENSGALG00010003575,,112533601
ENSGALG00010003576,,121112566
ENSGALG00010003576,,121111885
ENSGALG00010003576,,121107003
ENSGALG00010003576,,121107002
ENSGALG00010003576,,121107001
ENSGALG00010003576,,121106998
ENSGALG00010003576,,121106995
ENSGALG00010003576,,112533601
ENSGALG00010003577,,
ENSGALG00010003578,,
ENSGALG00010003579,5_8S_rRNA,121113043
ENSGALG00010003579,5_8S_rRNA,121111888
ENSGALG00010003579,5_8S_rRNA,121107009
ENSGALG00010003579,5_8S_rRNA,121106992
ENSGALG00010003579,5_8S_rRNA,121106991
ENSGALG00010003579,5_8S_rRNA,121106988
ENSGALG00010003579,5_8S_rRNA,121106985
ENSGALG00010003579,5_8S_rRNA,112533600
ENSGALG00010003579,5_8S_rRNA,112533598
ENSGALG00010003580,5_8S_rRNA,121113043
ENSGALG00010003580,5_8S_rRNA,121111888
ENSGALG00010003580,5_8S_rRNA,121106992
ENSGALG00010003580,5_8S_rRNA,121106991
ENSGALG00010003580,5_8S_rRNA,121106988
ENSGALG00010003580,5_8S_rRNA,121106985
ENSGALG00010003580,5_8S_rRNA,112533600
ENSGALG00010003580,5_8S_rRNA,112533598
ENSGALG00010003581,,
ENSGALG00010003582,RDH10,420183
ENSGALG00010003583,RSAD2,428650
ENSGALG00010003584,,121112566
ENSGALG00010003584,,121111885
ENSGALG00010003584,,121107003
ENSGALG00010003584,,121107002
ENSGALG00010003584,,121107001
ENSGALG00010003584,,121106995
ENSGALG00010003584,,112533601
ENSGALG00010003585,PNPLA6,425396
ENSGALG00010003586,,
ENSGALG00010003587,,121107021
ENSGALG00010003588,5_8S_rRNA,121113043
ENSGALG00010003588,5_8S_rRNA,121111888
ENSGALG00010003588,5_8S_rRNA,121106992
ENSGALG00010003588,5_8S_rRNA,121106991
ENSGALG00010003588,5_8S_rRNA,121106988
ENSGALG00010003588,5_8S_rRNA,121106986
ENSGALG00010003588,5_8S_rRNA,121106985
ENSGALG00010003588,5_8S_rRNA,112533600
ENSGALG00010003588,5_8S_rRNA,112533598
ENSGALG00010003589,SLC25A30,418845
ENSGALG00010003590,,
ENSGALG00010003591,,
ENSGALG00010003592,,
ENSGALG00010003593,5_8S_rRNA,121113043
ENSGALG00010003593,5_8S_rRNA,121111888
ENSGALG00010003593,5_8S_rRNA,121106992
ENSGALG00010003593,5_8S_rRNA,121106991
ENSGALG00010003593,5_8S_rRNA,121106988
ENSGALG00010003593,5_8S_rRNA,121106985
ENSGALG00010003593,5_8S_rRNA,121106983
ENSGALG00010003593,5_8S_rRNA,112533600
ENSGALG00010003593,5_8S_rRNA,112533598
ENSGALG00010003594,,
ENSGALG00010003595,SNX13,420598
ENSGALG00010003596,CRISPLD1,395369
ENSGALG00010003597,RNF144A,421922
ENSGALG00010003598,,121112566
ENSGALG00010003598,,121111885
ENSGALG00010003598,,121107003
ENSGALG00010003598,,121107002
ENSGALG00010003598,,121107001
ENSGALG00010003598,,121106995
ENSGALG00010003598,,121106994
ENSGALG00010003598,,112533601
ENSGALG00010003599,,
ENSGALG00010003600,,
ENSGALG00010003601,,
ENSGALG00010003602,5_8S_rRNA,121113043
ENSGALG00010003602,5_8S_rRNA,121111888
ENSGALG00010003602,5_8S_rRNA,121106992
ENSGALG00010003602,5_8S_rRNA,121106991
ENSGALG00010003602,5_8S_rRNA,121106988
ENSGALG00010003602,5_8S_rRNA,121106987
ENSGALG00010003602,5_8S_rRNA,121106985
ENSGALG00010003602,5_8S_rRNA,112533600
ENSGALG00010003602,5_8S_rRNA,112533598
ENSGALG00010003603,,
ENSGALG00010003604,ODC,421937
ENSGALG00010003605,5_8S_rRNA,121113043
ENSGALG00010003605,5_8S_rRNA,121111888
ENSGALG00010003605,5_8S_rRNA,121106992
ENSGALG00010003605,5_8S_rRNA,121106991
ENSGALG00010003605,5_8S_rRNA,121106988
ENSGALG00010003605,5_8S_rRNA,121106985
ENSGALG00010003605,5_8S_rRNA,121106976
ENSGALG00010003605,5_8S_rRNA,112533600
ENSGALG00010003605,5_8S_rRNA,112533598
ENSGALG00010003606,,
ENSGALG00010003607,5_8S_rRNA,121113043
ENSGALG00010003607,5_8S_rRNA,121111888
ENSGALG00010003607,5_8S_rRNA,121107018
ENSGALG00010003607,5_8S_rRNA,121106992
ENSGALG00010003607,5_8S_rRNA,121106991
ENSGALG00010003607,5_8S_rRNA,121106988
ENSGALG00010003607,5_8S_rRNA,121106985
ENSGALG00010003607,5_8S_rRNA,112533600
ENSGALG00010003607,5_8S_rRNA,112533598
ENSGALG00010003608,,
ENSGALG00010003609,,121107008
ENSGALG00010003610,,
ENSGALG00010003611,,
ENSGALG00010003612,5_8S_rRNA,121113043
ENSGALG00010003612,5_8S_rRNA,121111888
ENSGALG00010003612,5_8S_rRNA,121107000
ENSGALG00010003612,5_8S_rRNA,121106992
ENSGALG00010003612,5_8S_rRNA,121106991
ENSGALG00010003612,5_8S_rRNA,121106988
ENSGALG00010003612,5_8S_rRNA,121106985
ENSGALG00010003612,5_8S_rRNA,112533600
ENSGALG00010003612,5_8S_rRNA,112533598
ENSGALG00010003613,,121112566
ENSGALG00010003613,,121111885
ENSGALG00010003613,,121107003
ENSGALG00010003613,,121107002
ENSGALG00010003613,,121107001
ENSGALG00010003613,,121106995
ENSGALG00010003613,,112533601
ENSGALG00010003614,,121112566
ENSGALG00010003614,,121111885
ENSGALG00010003614,,121107003
ENSGALG00010003614,,121107002
ENSGALG00010003614,,121107001
ENSGALG00010003614,,121106995
ENSGALG00010003614,,112533601
ENSGALG00010003615,,
ENSGALG00010003616,,
ENSGALG00010003617,COG3,418846
ENSGALG00010003618,5_8S_rRNA,121113043
ENSGALG00010003618,5_8S_rRNA,121111888
ENSGALG00010003618,5_8S_rRNA,121106992
ENSGALG00010003618,5_8S_rRNA,121106991
ENSGALG00010003618,5_8S_rRNA,121106988
ENSGALG00010003618,5_8S_rRNA,121106985
ENSGALG00010003618,5_8S_rRNA,112533600
ENSGALG00010003618,5_8S_rRNA,112533598
ENSGALG00010003619,HNF4G,428364
ENSGALG00010003620,,
ENSGALG00010003621,5_8S_rRNA,121113043
ENSGALG00010003621,5_8S_rRNA,121111888
ENSGALG00010003621,5_8S_rRNA,121106992
ENSGALG00010003621,5_8S_rRNA,121106991
ENSGALG00010003621,5_8S_rRNA,121106988
ENSGALG00010003621,5_8S_rRNA,121106985
ENSGALG00010003621,5_8S_rRNA,112533600
ENSGALG00010003621,5_8S_rRNA,112533598
ENSGALG00010003622,,121106980
ENSGALG00010003623,,121112566
ENSGALG00010003623,,121111885
ENSGALG00010003623,,121107006
ENSGALG00010003623,,121107003
ENSGALG00010003623,,121107002
ENSGALG00010003623,,121107001
ENSGALG00010003623,,121106995
ENSGALG00010003623,,112533601
ENSGALG00010003624,5_8S_rRNA,121113043
ENSGALG00010003624,5_8S_rRNA,121111888
ENSGALG00010003624,5_8S_rRNA,121106993
ENSGALG00010003624,5_8S_rRNA,121106992
ENSGALG00010003624,5_8S_rRNA,121106991
ENSGALG00010003624,5_8S_rRNA,121106988
ENSGALG00010003624,5_8S_rRNA,121106985
ENSGALG00010003624,5_8S_rRNA,112533600
ENSGALG00010003624,5_8S_rRNA,112533598
ENSGALG00010003625,,121111887
ENSGALG00010003625,,112533599
ENSGALG00010003626,,121112566
ENSGALG00010003626,,121111885
ENSGALG00010003626,,121107003
ENSGALG00010003626,,121107002
ENSGALG00010003626,,121107001
ENSGALG00010003626,,121106995
ENSGALG00010003626,,112533601
ENSGALG00010003627,MCOLN1,426164
ENSGALG00010003628,,
ENSGALG00010003629,,121107014
ENSGALG00010003630,,
ENSGALG00010003631,,
ENSGALG00010003632,TECRL,422618
ENSGALG00010003633,,121113044
ENSGALG00010003633,,121106978
ENSGALG00010003634,CYP4F11,100859277
ENSGALG00010003635,,121112566
ENSGALG00010003635,,121111885
ENSGALG00010003635,,121107004
ENSGALG00010003635,,121107003
ENSGALG00010003635,,121107002
ENSGALG00010003635,,121107001
ENSGALG00010003635,,121106995
ENSGALG00010003635,,112533601
ENSGALG00010003636,,
ENSGALG00010003637,5_8S_rRNA,121113043
ENSGALG00010003637,5_8S_rRNA,121111888
ENSGALG00010003637,5_8S_rRNA,121106992
ENSGALG00010003637,5_8S_rRNA,121106991
ENSGALG00010003637,5_8S_rRNA,121106989
ENSGALG00010003637,5_8S_rRNA,121106988
ENSGALG00010003637,5_8S_rRNA,121106985
ENSGALG00010003637,5_8S_rRNA,112533600
ENSGALG00010003637,5_8S_rRNA,112533598
ENSGALG00010003638,,
ENSGALG00010003639,,107052670
ENSGALG00010003640,,121112566
ENSGALG00010003640,,121111885
ENSGALG00010003640,,121107005
ENSGALG00010003640,,121107003
ENSGALG00010003640,,121107002
ENSGALG00010003640,,121107001
ENSGALG00010003640,,121106995
ENSGALG00010003640,,112533601
ENSGALG00010003641,,
ENSGALG00010003642,,
ENSGALG00010003643,,121112566
ENSGALG00010003643,,121111885
ENSGALG00010003643,,121107003
ENSGALG00010003643,,121107002
ENSGALG00010003643,,121107001
ENSGALG00010003643,,121106995
ENSGALG00010003643,,112533601
ENSGALG00010003644,,121112566
ENSGALG00010003644,,121111885
ENSGALG00010003644,,121107007
ENSGALG00010003644,,121107003
ENSGALG00010003644,,121107002
ENSGALG00010003644,,121107001
ENSGALG00010003644,,121106995
ENSGALG00010003644,,112533601
ENSGALG00010003645,5_8S_rRNA,121113043
ENSGALG00010003645,5_8S_rRNA,121111888
ENSGALG00010003645,5_8S_rRNA,121106992
ENSGALG00010003645,5_8S_rRNA,121106991
ENSGALG00010003645,5_8S_rRNA,121106990
ENSGALG00010003645,5_8S_rRNA,121106988
ENSGALG00010003645,5_8S_rRNA,121106985
ENSGALG00010003645,5_8S_rRNA,112533600
ENSGALG00010003645,5_8S_rRNA,112533598
ENSGALG00010003646,,121111887
ENSGALG00010003646,,121107017
ENSGALG00010003647,,121109095
ENSGALG00010003648,5_8S_rRNA,121113043
ENSGALG00010003648,5_8S_rRNA,121111888
ENSGALG00010003648,5_8S_rRNA,121106992
ENSGALG00010003648,5_8S_rRNA,121106991
ENSGALG00010003648,5_8S_rRNA,121106988
ENSGALG00010003648,5_8S_rRNA,121106985
ENSGALG00010003648,5_8S_rRNA,112533600
ENSGALG00010003648,5_8S_rRNA,112533598
ENSGALG00010003649,,
ENSGALG00010003650,SPACA1,421820
ENSGALG00010003651,gga-mir-7480-1,104795945
ENSGALG00010003651,gga-mir-7480-1,102466234
ENSGALG00010003651,gga-mir-7480-1,102465746
ENSGALG00010003652,MYCN,421948
ENSGALG00010003653,,
ENSGALG00010003654,,
ENSGALG00010003655,gga-mir-6566,
ENSGALG00010003656,,
ENSGALG00010003657,gga-mir-6566,102465327
ENSGALG00010003658,gga-mir-6566,
ENSGALG00010003659,,
ENSGALG00010003660,IGFBP7,422620
ENSGALG00010003661,,
ENSGALG00010003662,,
ENSGALG00010003663,,
ENSGALG00010003664,,
ENSGALG00010003665,RDH14,421953
ENSGALG00010003666,SLC25A13,428427
ENSGALG00010003667,,
ENSGALG00010003668,,
ENSGALG00010003669,,
ENSGALG00010003670,,
ENSGALG00010003671,,112531211
ENSGALG00010003672,,
ENSGALG00010003673,,
ENSGALG00010003674,AKIRIN2,421821
ENSGALG00010003675,,
ENSGALG00010003676,POLR2B,422621
ENSGALG00010003677,,
ENSGALG00010003678,ZNFY1,120623203
ENSGALG00010003679,,
ENSGALG00010003680,TRAPPC5,100858483
ENSGALG00010003681,NT5C1B,421954
ENSGALG00010003682,,
ENSGALG00010003683,,
ENSGALG00010003684,,
ENSGALG00010003685,U1,
ENSGALG00010003686,,
ENSGALG00010003687,,112531632
ENSGALG00010003688,,
ENSGALG00010003689,,
ENSGALG00010003690,,107057129
ENSGALG00010003691,ERICH1,421904
ENSGALG00010003692,ZNFY2,107057099
ENSGALG00010003693,,
ENSGALG00010003694,,
ENSGALG00010003695,NOA1,422622
ENSGALG00010003696,,
ENSGALG00010003697,,
ENSGALG00010003698,MACC1,420604
ENSGALG00010003699,,
ENSGALG00010003700,REST,422623
ENSGALG00010003701,SARAF,422624
ENSGALG00010003702,,
ENSGALG00010003703,TDRP,421905
ENSGALG00010003704,,
ENSGALG00010003705,,
ENSGALG00010003706,,
ENSGALG00010003707,,
ENSGALG00010003708,,
ENSGALG00010003709,,
ENSGALG00010003710,,
ENSGALG00010003711,,
ENSGALG00010003712,,
ENSGALG00010003713,SPERT,418848
ENSGALG00010003714,ORC3,421822
ENSGALG00010003715,,
ENSGALG00010003716,YLEC8,101747901
ENSGALG00010003717,LEPROTL1,422625
ENSGALG00010003718,SIAH3,418849
ENSGALG00010003719,RPGR,418578
ENSGALG00010003720,,
ENSGALG00010003721,,
ENSGALG00010003722,MHCY11,107050538
ENSGALG00010003722,MHCY11,427746
ENSGALG00010003723,,
ENSGALG00010003724,,
ENSGALG00010003725,,
ENSGALG00010003726,ENPEP,428771
ENSGALG00010003727,FBXO25,421906
ENSGALG00010003728,,
ENSGALG00010003729,RARS2,421823
ENSGALG00010003730,,
ENSGALG00010003731,,121106934
ENSGALG00010003732,,
ENSGALG00010003733,STAU2,420184
ENSGALG00010003734,ZC3H13,418850
ENSGALG00010003735,,
ENSGALG00010003736,,
ENSGALG00010003737,SRP72,422626
ENSGALG00010003738,,
ENSGALG00010003739,,
ENSGALG00010003740,PITX2,395862
ENSGALG00010003741,,
ENSGALG00010003742,ZFHX4,395904
ENSGALG00010003743,ARL9,771078
ENSGALG00010003744,,
ENSGALG00010003745,,
ENSGALG00010003746,HOPX,395241
ENSGALG00010003747,,
ENSGALG00010003748,,
ENSGALG00010003749,MHCY15,120637956
ENSGALG00010003750,CPB2,418851
ENSGALG00010003751,,
ENSGALG00010003752,,
ENSGALG00010003753,SLCO5A1,420174
ENSGALG00010003754,FAM110C,100859913
ENSGALG00010003755,SLC35A1,395184
ENSGALG00010003756,MHCY7,121106926
ENSGALG00010003756,MHCY7,120623210
ENSGALG00010003757,,
ENSGALG00010003758,,
ENSGALG00010003759,PRDM14,100858709
ENSGALG00010003760,,
ENSGALG00010003761,UGT8,374033
ENSGALG00010003762,EVI5L,430998
ENSGALG00010003763,,
ENSGALG00010003764,HDAC9,420599
ENSGALG00010003765,,770729
ENSGALG00010003766,CFAP206,421824
ENSGALG00010003767,,
ENSGALG00010003768,ARSJ,101751638
ENSGALG00010003769,C3H6ORF163,421826
ENSGALG00010003770,,
ENSGALG00010003771,SPARCL1,422586
ENSGALG00010003772,,417083
ENSGALG00010003773,,
ENSGALG00010003774,,
ENSGALG00010003775,NCOA2,420176
ENSGALG00010003776,,
ENSGALG00010003777,,
ENSGALG00010003778,LCA5,421852
ENSGALG00010003779,,
ENSGALG00010003780,,
ENSGALG00010003781,,
ENSGALG00010003782,,
ENSGALG00010003783,,
ENSGALG00010003784,,
ENSGALG00010003785,,
ENSGALG00010003786,,121106502
ENSGALG00010003787,SMIM8,421827
ENSGALG00010003788,NUDT9,422587
ENSGALG00010003789,,
ENSGALG00010003790,ELOVL6,428772
ENSGALG00010003791,ITGB8,395470
ENSGALG00010003792,,
ENSGALG00010003793,TRAM1L1,378918
ENSGALG00010003794,,
ENSGALG00010003795,LCP1,418852
ENSGALG00010003796,,
ENSGALG00010003797,,422588
ENSGALG00010003798,SNORD15,112531620
ENSGALG00010003799,SNORD15,112531619
ENSGALG00010003800,SNORD15,112531621
ENSGALG00010003801,,112531624
ENSGALG00010003802,,112531623
ENSGALG00010003803,LACTB2,420178
ENSGALG00010003804,PSME1,112530294
ENSGALG00010003805,gga-mir-1708,100315795
ENSGALG00010003806,EGF,408035
ENSGALG00010003807,gga-mir-12289-1,
ENSGALG00010003808,TWIST1,395491
ENSGALG00010003809,,107051902
ENSGALG00010003810,HMGN2P46,421853
ENSGALG00010003811,PGLYRP2,693263
ENSGALG00010003812,BG8,417035
ENSGALG00010003813,LRIT3,422696
ENSGALG00010003814,TPP1,425576
ENSGALG00010003815,RASAL3,101747651
ENSGALG00010003816,KLHL8,422589
ENSGALG00010003817,BF2,425389
ENSGALG00010003818,GAB2,419027
ENSGALG00010003819,PHIP,421854
ENSGALG00010003820,SH3YL1,421908
ENSGALG00010003821,RUBCNL,418854
ENSGALG00010003822,,
ENSGALG00010003823,PTPN13,422591
ENSGALG00010003824,SP4,420607
ENSGALG00010003825,DMB1,106182184
ENSGALG00010003826,,421828
ENSGALG00010003827,RRH,771805
ENSGALG00010003828,,421856
ENSGALG00010003829,,
ENSGALG00010003830,DMB2,417051
ENSGALG00010003831,IRAK1BP1,421857
ENSGALG00010003832,ART7C,428125
ENSGALG00010003833,ACP1,421909
ENSGALG00010003834,MAPK10,422592
ENSGALG00010003835,,112530307
ENSGALG00010003836,CD1B,425802
ENSGALG00010003837,FAM150B,421910
ENSGALG00010003838,GAR1,422697
ENSGALG00010003839,,121109081
ENSGALG00010003840,CGA,421829
ENSGALG00010003841,UBE2W,420185
ENSGALG00010003842,RASAL3,426166
ENSGALG00010003843,LRCH1,418855
ENSGALG00010003844,TMEM18,421911
ENSGALG00010003845,CFI,428773
ENSGALG00010003846,MEI4,101748468
ENSGALG00010003847,XKR9,428363
ENSGALG00010003848,ESD,418856
ENSGALG00010003849,MSGN1,395419
ENSGALG00010003850,PLA2G12A,772082
ENSGALG00010003851,PHF14,420583
ENSGALG00010003852,TCEB1,420187
ENSGALG00010003853,,
ENSGALG00010003854,,
ENSGALG00010003855,,
ENSGALG00010003856,,
ENSGALG00010003857,,
ENSGALG00010003858,SUCLA2,418857
ENSGALG00010003859,,
ENSGALG00010003860,TMEM70,420188
ENSGALG00010003861,NUDT15,418858
ENSGALG00010003862,PCK2,396457
ENSGALG00010003863,HTR1B,421858
ENSGALG00010003864,,
ENSGALG00010003865,AKAP8L,776856
ENSGALG00010003866,,
ENSGALG00010003867,,
ENSGALG00010003868,HBBA,396485
ENSGALG00010003869,LY96,420189
ENSGALG00010003870,MED4,418859
ENSGALG00010003871,,112531447
ENSGALG00010003872,,
